,VenueId,VenueName,VenueLatitude,VenueLongitude,CategoryId,VenueAddress,City,HierarchyLevel,CategoryName,Level1,Level2,Level3,Level4,Level5,MeshBlockCode,CityCode,StateCode,State,LgaCode,LgaName,Key,LgaGroup,VenueCount,EgmCount,TotalNgr,TotalNgrPerAdult,MachinesPer1000Adult,AvgNgrPerMachine,AggregateNgrPerLgaStr,AverageNgrPerVenueStr,TotalNgrPerAdultStr,AvgNgrPerMachineStr,RankTotalNgr,RankTotalNgrPerAdult,RankEgmsPer1000Adult,RankAvgNgrPerMachine,Address,PostalCode,Latitude,Longitude,People,MedianAge,HouseholdIncome,Dwellings
3156,4c6b5bfa23971b8d99659a8a,Newton Village Shopping Centre,-34.88611777060995,138.6906035904014,4bf58dd8d48988d1fd941735,"Shop T30 Newton Village Shopping Centre, Stradbroke Rd, Newton SA 5074, Australia",Newton,2,Shopping Mall,Shop & Service,Shopping Mall,,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
3157,4b57e200f964a520074528e3,Westfield Tea Tree Plaza,-34.83133503056527,138.69103257486876,4bf58dd8d48988d1fd941735,"166/976 North East Road, Modbury SA 5092, Australia",Modbury,2,Shopping Mall,Shop & Service,Shopping Mall,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
3158,56371a91498e87c173b3687c,Athelstone Village,-34.8717478828979,138.7028386401967,4bf58dd8d48988d1fd941735,"29 Fox Ave, Athelstone SA 5076, Australia",Athelstone,2,Shopping Mall,Shop & Service,Shopping Mall,,,,40023510000,40048,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Athelstone SA 5076, Australia",5076,-34.87,138.703,9149.0,43,"1,634","3,327"
3159,4da3ea6b63b5a35d0ed51b1a,Modbury triangle,-34.833069107296204,138.68728192120713,4bf58dd8d48988d1fd941735,"32-34 Smart Rd, Modbury SA 5092, Australia",Modbury,2,Shopping Mall,Shop & Service,Shopping Mall,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
3161,4bb45db987aa9521341cadd1,Newton Central,-34.877665448120055,138.67467450608407,4bf58dd8d48988d1fd941735,"84 Newton Rd, Newton SA 5074, Australia",Newton,2,Shopping Mall,Shop & Service,Shopping Mall,,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
3162,4c412710d691c9b651708c0a,Tea Tree Plus,-34.82957594324619,138.69165696336452,4bf58dd8d48988d1fd941735,"1040 North East Road, Modbury SA 5092, Australia",Modbury,2,Shopping Mall,Shop & Service,Shopping Mall,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
3164,4c79dddaa86837048144124d,Redwood Park Shops,-34.81542789085144,138.6995608601604,4bf58dd8d48988d1fd941735,"414 Milne Rd, Redwood Park SA 5097, Australia",Redwood Park,2,Shopping Mall,Shop & Service,Shopping Mall,,,,40181350000,41229,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Redwood Park SA 5097, Australia",5097,-34.812524,138.706595,5417.0,39,"1,537","1,958"
3165,4ce9c6bed99f721e9e3fb873,Clovercrest Plaza,-34.828757522247734,138.67406579238272,4bf58dd8d48988d1fd941735,"Stop 29 Montague Rd - North side, Modbury North SA 5092, Australia",Modbury North,2,Shopping Mall,Shop & Service,Shopping Mall,,,,40180970000,40893,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury North SA 5092, Australia",5092,-34.829,138.672,5626.0,39,"1,385","2,049"
3166,4bd94a752e6f0f47ae310a08,Centro St. Agnes,-34.8210947726367,138.71859086406607,4bf58dd8d48988d1fd941735,"1277-1279 North East Road, Ridgehaven SA 5097, Australia",Ridgehaven,2,Shopping Mall,Shop & Service,Shopping Mall,,,,40180990000,41244,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Ridgehaven SA 5097, Australia",5097,-34.822,138.704,4008.0,42,"1,112","1,660"
3169,4cfb440f7945224b276585e7,Mercury Plaza,-34.876297,138.676025,4bf58dd8d48988d1fd941735,"94 Gorge Rd, Newton SA 5074, Australia",Newton,2,Shopping Mall,Shop & Service,Shopping Mall,,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
3170,4fc980e1e4b03c5c3d2318a6,Newton Court Shopping Centre,-34.87685548097736,138.67587804879963,4bf58dd8d48988d1fd941735,"7 Rasheed Ave, Newton SA 5074, Australia",Newton,2,Shopping Mall,Shop & Service,Shopping Mall,,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
3183,4ca2bd52b0ff8cfa91a4b15e,Tranmere Village,-34.90215748,138.6576634,4bf58dd8d48988d1fd941735,"Stop 16E Glynburn Rd - East side, Tranmere SA 5073, Australia",Tranmere,2,Shopping Mall,Shop & Service,Shopping Mall,,,,40027202000,41455,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Tranmere SA 5073, Australia",5073,-34.905,138.662,3757.0,39,"1,425","1,433"
3188,4c5250682543a59327a55385,Golden Grove Village,-34.79015791200664,138.69479656219482,4bf58dd8d48988d1fd941735,"32 The Grove Way, Golden Grove SA 5125, Australia",Golden Grove,2,Shopping Mall,Shop & Service,Shopping Mall,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
3189,4db3e355fa8c350240d90138,Fairview Green Shopping Centre,-34.80232504898787,138.71786049790688,4bf58dd8d48988d1fd941735,"325 Hancock Rd, Fairview Park SA 5126, Australia",Fairview Park,2,Shopping Mall,Shop & Service,Shopping Mall,,,,40184140000,40424,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Fairview Park SA 5126, Australia",5126,-34.7999009,138.7316925,3600.0,40,"1,525","1,319"
3190,4dbfb294043706a03203ff53,Smart Road Shopping Centre,-34.832046,138.713906,4bf58dd8d48988d1fd941735,"267 Smart Rd, St Agnes SA 5097, Australia",Saint Agnes,2,Shopping Mall,Shop & Service,Shopping Mall,,,,40188851000,41353,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"St Agnes SA 5097, Australia",5097,-34.830278,138.711111,4136.0,44,"1,345","1,564"
3191,5bb84561646e3800398d7293,St Agnes Shopping Centre,-34.823208,138.715734,4bf58dd8d48988d1fd941735,"Unit 4/1 Whinnen St, St Agnes SA 5097, Australia",Saint Agnes,2,Shopping Mall,Shop & Service,Shopping Mall,,,,40188851000,41353,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"St Agnes SA 5097, Australia",5097,-34.830278,138.711111,4136.0,44,"1,345","1,564"
3192,4bfce09bf61dc9b61b349ede,The Village Shopping Centre,-34.79647615044369,138.68448462161183,4bf58dd8d48988d1fd941735,"11 Reseda Ct, Wynn Vale SA 5127, Australia",Wynn Vale,2,Shopping Mall,Shop & Service,Shopping Mall,,,,40185510000,41648,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Wynn Vale SA 5127, Australia",5127,-34.802,138.69,7756.0,41,"1,490","2,947"
3193,5bd3db9dd48ec1002c068fb8,Tea Tree Plaza Dining Precinct,-34.831116,138.689595,4bf58dd8d48988d1fd941735,"Shop SP-04/976 North East Road, Modbury SA 5092, Australia",Modbury,2,Shopping Mall,Shop & Service,Shopping Mall,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
3194,4c9c31cc7c096dcba3b2bfd1,Pelican Plaza,-34.82718713595957,138.69399405249771,4bf58dd8d48988d1fd941735,"1007 North East Road, Ridgehaven SA 5097, Australia",Ridgehaven,2,Shopping Mall,Shop & Service,Shopping Mall,,,,40180990000,41244,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Ridgehaven SA 5097, Australia",5097,-34.822,138.704,4008.0,42,"1,112","1,660"
3195,4b99e2dbf964a520ae9535e3,Golden grove shopping centre,-34.809253,138.690129,4bf58dd8d48988d1fd941735,"3 Marieberg Ave, Modbury Heights SA 5092, Australia",Modbury Heights,2,Shopping Mall,Shop & Service,Shopping Mall,,,,40180980000,40892,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury Heights SA 5092, Australia",5092,-34.811,138.686,6699.0,40,"1,379","2,506"
3199,4ba3060af964a520552838e3,JB Hi-FI,-34.83418261551752,138.68375231481238,4bf58dd8d48988d10b951735,"7 Smart Rd, Modbury SA 5092, Australia",Modbury,2,Video Game Store,Shop & Service,Video Game Store,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
3201,4d4b936405556ea80498a928,EB Games,-34.79016088470821,138.69234289132993,4bf58dd8d48988d10b951735,"Golden Grove Village Shopping Centre T76, The Golden Way, Golden Grove SA 5125, Australia",Golden Grove,2,Video Game Store,Shop & Service,Video Game Store,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
3203,4cdbbb0ffc973704e2d7d005,Tony And Marks,-34.8771145835429,138.67308600194488,52f2ab2ebcbc57f1066b8b1c,"1 Jan St, Newton SA 5074, Australia",Newton,2,Fruit & Vegetable Store,Shop & Service,Fruit & Vegetable Store,,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
3205,586746559dc8d02a32d5032c,Newton Fresh,-34.886055,138.6909,52f2ab2ebcbc57f1066b8b1c,"Newton Village Shopping Centre, Kiosk 1 Stradbroke Rd & Montague Rd, Newton SA 5074, Australia",Newton,2,Fruit & Vegetable Store,Shop & Service,Fruit & Vegetable Store,,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
3209,4dbce40c6a23e294ba3a73ff,Carousel Fruit,-34.79027330875397,138.69400262832642,52f2ab2ebcbc57f1066b8b1c,"LOT 1037 The Golden Way, Golden Grove SA 5125, Australia",Golden Grove,2,Fruit & Vegetable Store,Shop & Service,Fruit & Vegetable Store,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
3212,4bb466bb9af3b71359368c28,Bunnings Warehouse,-34.83308696635163,138.68340689036597,4bf58dd8d48988d112951735,"Stop 41 North East Rd - North East side, Modbury SA 5092, Australia",Modbury,2,Hardware Store,Shop & Service,Hardware Store,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
3213,4c941c3c72dd224b60359791,Glynde Mitre 10,-34.88964918309422,138.65688828950593,4bf58dd8d48988d112951735,"4 Montacute Rd, Hectorville SA 5073, Australia",Hectorville,2,Hardware Store,Shop & Service,Hardware Store,,,,40027190000,40576,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Hectorville SA 5073, Australia",5073,-34.8929224,138.6652086,3738.0,40,"1,043","1,554"
3216,4e61972f1838ad3d0e6db9f3,Ceramic World,-34.831995530671676,138.7087635823299,4bf58dd8d48988d112951735,"184 Smart Rd, St Agnes SA 5097, Australia",Saint Agnes,2,Hardware Store,Shop & Service,Hardware Store,,,,40188851000,41353,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"St Agnes SA 5097, Australia",5097,-34.830278,138.711111,4136.0,44,"1,345","1,564"
3217,4f1c9007e4b091897aef72f3,Northern Plumbing Supplies,-34.82903289794922,138.7071075439453,4bf58dd8d48988d112951735,"137-141 Tolley Rd, St Agnes SA 5097, Australia",Saint Agnes,2,Hardware Store,Shop & Service,Hardware Store,,,,40188851000,41353,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"St Agnes SA 5097, Australia",5097,-34.830278,138.711111,4136.0,44,"1,345","1,564"
3218,4eec01cc4901dff305a9c41d,Solver Paints,-34.87621871563063,138.66438346369543,4bf58dd8d48988d112951735,"Unit 5/3 Coronation Ave, Campbelltown SA 5074, Australia",Campbelltown,2,Hardware Store,Shop & Service,Hardware Store,,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
3228,4c918760b641236aad998279,Magill Locksmith,-34.900231,138.658165,4bf58dd8d48988d112951735,"16 Sando Ave, Tranmere SA 5073, Australia",Tranmere,2,Hardware Store,Shop & Service,Hardware Store,,,,40027202000,41455,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Tranmere SA 5073, Australia",5073,-34.905,138.662,3757.0,39,"1,425","1,433"
3230,4e671064a8098026752ad823,True Value Hardware,-34.820791020268395,138.72093888435236,4bf58dd8d48988d112951735,"1301 A10, Tea Tree Gully SA 5091, Australia",Tea Tree Gully,2,Hardware Store,Shop & Service,Hardware Store,,,,40184060000,41418,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Tea Tree Gully SA 5091, Australia",5091,-34.826,138.726,3244.0,43,"1,389","1,260"
3238,4c9c5d129170bfb757f8de9b,Target,-34.87741134213636,138.67428302764893,52f2ab2ebcbc57f1066b8b42,"84 Gorge Rd, Newton SA 5074, Australia",Newton,2,Big Box Store,Shop & Service,Big Box Store,,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
3239,4c83123ae602b1f7091fa37a,Target,-34.831500712257004,138.69194113249895,52f2ab2ebcbc57f1066b8b42,"972-976 North East Road, Modbury SA 5092, Australia",Modbury,2,Big Box Store,Shop & Service,Big Box Store,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
3241,4d84481e81fdb1f79362f9bf,Target,-34.79012924678196,138.69400875148114,52f2ab2ebcbc57f1066b8b42,"SHOP 85 GOLDEN GROVE VILLAGE CNR GOLDEN WAY &, The Grove Way, Golden Grove SA 5125, Australia",Golden Grove,2,Big Box Store,Shop & Service,Big Box Store,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
3243,4ed6fe2193adde11f88b2df5,Sam's Fruit Market,-34.82153291929302,138.71698309077664,4bf58dd8d48988d1fa941735,"1244 North East Road, St Agnes SA 5097, Australia",Saint Agnes,3,Farmers Market,Shop & Service,Food & Drink Shop,Farmers Market,,,40188851000,41353,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"St Agnes SA 5097, Australia",5097,-34.830278,138.711111,4136.0,44,"1,345","1,564"
3247,4dd8a191e4cd37c893caa07b,Get Fresh Fairview Park,-34.80226,138.71792,4bf58dd8d48988d1fa941735,"325 Hancock Rd, Fairview Park SA 5126, Australia",Fairview Park,3,Farmers Market,Shop & Service,Food & Drink Shop,Farmers Market,,,40184140000,40424,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Fairview Park SA 5126, Australia",5126,-34.7999009,138.7316925,3600.0,40,"1,525","1,319"
3250,4c2c3c5f2219c928e4e2a548,Kmart,-34.831235516940275,138.69324849259968,4bf58dd8d48988d1f6941735,"976 North East Road, Modbury SA 5092, Australia",Modbury,2,Department Store,Shop & Service,Department Store,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
3251,4d1a7c66dd363704becc5b1a,Big W,-34.83061162513823,138.69116007404446,4bf58dd8d48988d1f6941735,"972-976 North East Road, Modbury SA 5092, Australia",Modbury,2,Department Store,Shop & Service,Department Store,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
3252,4c64e6bee0c4be9a5de48658,Myer,-34.83193342355738,138.6900009720182,4bf58dd8d48988d1f6941735,"976 Modbury Ave, Modbury SA 5092, Australia",Modbury,2,Department Store,Shop & Service,Department Store,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
3253,4c8b2dd12e333704b2f1ca41,Cheap As Chips Tea Tree Plaza,-34.828828,138.693126,4bf58dd8d48988d1f6941735,"1020 North East Road, Modbury SA 5092, Australia",Modbury,2,Department Store,Shop & Service,Department Store,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
